survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,group_survival_rate,group_mean_fare,group_median_age,group_passenger_count,log_fare_zscore
0,3,male,28.0,0,0,7.7958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8135961720983267
0,2,male,18.0,0,0,11.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.4507125974257932
0,3,male,34.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.5584783893656837
0,3,male,25.0,0,0,14.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.2286058134653583
0,3,male,41.0,0,0,7.125,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8955045384601199
1,3,male,20.0,0,0,7.2292,C,Third,man,True,Unknown,Cherbourg,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.8931715298766851
0,3,male,16.0,0,0,7.775,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.452419049919151
0,1,male,40.0,0,0,39.6,C,First,man,True,Unknown,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.7656365698356679
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,no,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
0,3,male,25.0,1,0,24.15,Q,Third,man,True,Unknown,Queenstown,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.2711522804976662
0,3,male,32.0,0,0,8.3625,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7491276790090223
0,3,male,24.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6307359423566569
0,3,male,48.0,0,0,7.8542,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.806763380796033
0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,0.9210526315789473,21.97012105263158,28.0,76,-0.5368057694182641
0,3,male,25.0,0,0,7.225,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8828741679067217
1,2,female,54.0,1,3,23.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.2228261499229997
0,3,male,18.0,0,0,7.75,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
0,3,male,25.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
1,3,female,5.0,0,0,12.475,S,Third,child,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.37316263612134226
0,3,male,25.0,0,0,7.7375,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8204626642072291
1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.4738467350641637
1,3,female,13.0,0,0,7.2292,C,Third,child,False,Unknown,Cherbourg,yes,True,0.5,16.118809722222224,21.5,144,-0.8823470582632056
1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.1339105535671157
0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.4870824563024251
0,3,male,25.0,1,2,23.45,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.24200663802437702
0,3,male,25.0,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9050797531497122
0,3,male,25.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.8494271027413144
0,3,male,8.0,4,1,29.125,Q,Third,child,False,Unknown,Queenstown,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.457519539438721
1,3,male,1.0,1,2,20.575,S,Third,child,False,Unknown,Southampton,yes,False,0.13544668587896252,12.661632564841499,25.0,347,0.11284358066326507
0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,1.4685301291949246
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
0,2,male,16.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
0,3,female,21.5,8,2,69.55,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,1.3361591794576348
0,1,male,40.0,0,0,30.6958,C,First,man,True,Unknown,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.5100012756239033
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,2,male,39.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,0.3417284274758476
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.7143416664249429
0,3,male,30.0,0,0,7.2292,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
0,3,female,30.0,1,1,24.15,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.2711522804976662
0,2,male,34.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
1,2,female,31.0,1,1,26.25,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.35395586016517094
1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.8931715298766851
1,3,male,0.42,0,1,8.5167,C,Third,child,False,Unknown,Cherbourg,yes,False,0.13544668587896252,12.661632564841499,25.0,347,-0.7322606388880221
1,3,male,27.0,0,0,6.975,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9147445967366699
0,3,male,31.0,0,0,7.775,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,-3.0585777291682934
0,3,female,18.0,0,0,7.775,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.8160407306065733
0,2,male,39.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.0620380556287106
0,3,male,26.0,0,0,7.8875,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8028874327603485
0,3,male,39.0,0,0,24.15,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,0.2711522804976662
0,2,male,35.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
0,3,female,6.0,4,2,31.275,S,Third,child,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.5286989276421437
0,3,male,30.5,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,-3.0585777291682934
0,3,female,23.0,0,0,7.925,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.798539974052802
0,2,male,31.0,1,1,37.0042,C,Second,man,True,Unknown,Cherbourg,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.6974165471111633
0,3,male,43.0,0,0,6.45,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9850567418873891
0,3,male,10.0,3,2,27.9,S,Third,child,False,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.4146557174979072
1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.6379421972192298
1,3,male,27.0,0,0,8.6625,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7165619336211217
0,1,male,38.0,0,0,0.0,S,First,man,True,Unknown,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,-3.0585777291682934
1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,0.5,16.118809722222224,21.5,144,-0.37316263612134226
0,3,male,2.0,4,1,39.6875,S,Third,child,False,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.7678594338107121
0,3,male,25.0,0,0,6.95,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9179864201772276
0,3,male,25.0,0,0,56.4958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,1.1248955097361595
1,2,male,1.0,0,2,37.0042,C,Second,child,False,Unknown,Cherbourg,yes,False,0.1574074074074074,19.74178240740741,30.0,108,0.6974165471111633
1,3,male,25.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
1,1,female,62.0,0,0,80.0,S,First,woman,False,B,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.4787785499834798
1,3,female,15.0,1,0,14.4542,C,Third,child,False,Unknown,Cherbourg,yes,False,0.5,16.118809722222224,21.5,144,-0.23166125968823223
1,2,male,0.83,1,1,18.75,S,Second,child,False,Unknown,Southampton,yes,False,0.1574074074074074,19.74178240740741,30.0,108,0.021587667954472933
0,3,male,25.0,0,0,7.2292,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
0,3,male,23.0,0,0,7.8542,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.806763380796033
0,3,male,18.0,0,0,8.3,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7560434444325566
1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.5182728441543658
0,3,male,21.0,0,0,8.6625,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7165619336211217
0,3,male,25.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,3,male,32.0,0,0,56.4958,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,1.1248955097361595
1,1,male,40.0,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.4770416648490861
0,3,male,20.0,0,0,7.925,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
0,2,male,16.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
1,1,female,30.0,0,0,31.0,C,First,woman,False,Unknown,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,0.5198636196706229
0,3,male,34.5,0,0,6.4375,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9867906128533871
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7165619336211217
0,3,male,42.0,0,0,7.55,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8428609376877135
0,3,male,25.0,8,2,69.55,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,1.3361591794576348
0,3,male,35.0,0,0,7.8958,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,2,male,28.0,0,1,33.0,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.5824597491940529
1,1,female,35.0,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.588760118059578
0,3,male,4.0,4,2,31.275,S,Third,child,False,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.5286989276421437
0,3,male,74.0,0,0,7.775,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
0,3,female,9.0,1,1,15.2458,C,Third,child,False,Unknown,Cherbourg,no,False,0.5,16.118809722222224,21.5,144,-0.1800831698720664
1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,0.7605376956829671
0,2,female,44.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,no,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
1,3,female,18.0,0,1,9.35,S,Third,woman,False,Unknown,Southampton,yes,False,0.5,16.118809722222224,21.5,144,-0.6455926003653025
1,1,female,45.0,1,1,164.8667,S,First,woman,False,Unknown,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.218822021910339
1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,Unknown,Cherbourg,yes,False,0.5,16.118809722222224,21.5,144,0.047825129435189045
0,3,male,25.0,0,0,7.2292,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
0,3,male,41.0,2,0,14.1083,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.2550339477875714
0,2,male,21.0,1,0,11.5,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,-0.4507125974257932
1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,0.3417284274758476
0,3,female,21.5,8,2,69.55,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,1.3361591794576348
0,2,male,24.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
1,2,female,42.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,Unknown,Cherbourg,yes,False,0.9210526315789473,21.97012105263158,28.0,76,-0.272262193114855
0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,1.0110997852233976
0,3,male,25.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6307359423566569
1,3,male,4.0,1,1,11.1333,S,Third,child,False,Unknown,Southampton,yes,False,0.13544668587896252,12.661632564841499,25.0,347,-0.48145578049281285
0,3,male,26.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.0515683442816504
0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,-1.208550389612567
0,3,male,47.0,0,0,9.0,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6811127586453682
1,2,female,28.0,1,0,24.0,C,Second,woman,False,Unknown,Cherbourg,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.26497567234198965
1,3,female,15.0,0,0,7.225,C,Third,child,False,Unknown,Cherbourg,yes,True,0.5,16.118809722222224,21.5,144,-0.8828741679067217
0,3,male,20.0,0,0,9.8458,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.5972795597045875
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.5182728441543658
1,2,female,25.0,0,1,26.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3444394801955362
0,3,male,33.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,Unknown,Southampton,no,True,0.5,16.118809722222224,21.5,144,-0.5353074585700541
0,2,male,28.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
0,3,male,25.0,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9050797531497122
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,Unknown,Queenstown,no,False,0.5,16.118809722222224,21.5,144,0.457519539438721
0,2,male,27.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,0.4870824563024251
0,3,female,21.5,1,2,23.45,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.24200663802437702
1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.4870824563024251
0,3,male,32.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
